,ProactivityStrategy,#Duration,#Points,#HelpRequest,#SuggestionRequest,mean_Trust,last_Trust
174,only_none,593.0,150,3,9,2.8333333333333335,3
175,only_none,597.0,150,1,5,3.4166666666666665,3
176,only_none,485.0,140,1,7,3.0833333333333335,3
177,only_none,422.0,140,1,8,3.5,4
178,only_none,587.0,140,0,5,3.0,3
179,only_none,428.0,140,2,7,2.1666666666666665,2
180,only_none,506.0,130,0,7,2.9166666666666665,3
181,only_none,441.0,140,1,5,3.0,3
182,only_none,553.0,180,1,5,3.1666666666666665,3
183,only_none,468.0,160,0,6,3.5833333333333335,4
184,only_none,546.0,130,1,7,2.75,3
185,only_none,464.0,140,1,7,3.6666666666666665,4
186,only_none,593.0,150,0,7,2.75,4
187,only_none,671.0,120,2,5,2.5,2
188,only_none,433.0,120,1,4,3.0,2
189,only_none,445.0,150,1,7,3.5833333333333335,3
190,only_none,526.0,180,1,10,3.9166666666666665,4
191,only_none,478.0,140,1,8,2.9166666666666665,4
192,only_none,572.0,140,1,8,3.1666666666666665,4
193,only_none,445.0,170,0,9,3.3333333333333335,3
194,only_none,534.0,130,0,6,2.8333333333333335,3
195,only_none,630.0,130,0,9,3.3333333333333335,3
196,only_none,443.0,150,0,9,2.75,3
197,only_none,630.0,120,2,7,2.9166666666666665,3
198,only_none,448.0,150,0,5,2.0,2
199,only_none,458.0,150,2,6,2.6666666666666665,3
200,only_none,522.0,100,0,9,2.75,3
201,only_none,530.0,120,0,8,2.9166666666666665,3
202,only_none,407.0,160,1,6,3.5833333333333335,3
203,only_none,522.0,150,0,6,2.8333333333333335,3
204,only_none,475.0,160,1,10,3.8333333333333335,4
205,only_none,600.0,150,1,5,3.5,4
206,only_none,583.0,150,0,6,2.5833333333333335,3
207,only_none,644.0,140,0,7,4.75,2
208,only_none,535.0,180,0,6,2.75,2
209,only_none,491.0,140,3,7,3.3333333333333335,4
210,only_none,464.0,160,2,9,3.0,3
211,only_none,606.0,140,1,6,3.1666666666666665,4
212,only_none,544.0,140,2,7,2.4166666666666665,3
213,only_none,503.0,140,1,8,3.5833333333333335,4
214,only_none,485.0,160,1,8,3.0833333333333335,3
215,only_none,379.0,170,1,4,3.0,3
216,only_none,581.0,130,0,9,2.8333333333333335,2
217,only_none,688.0,160,0,8,2.4166666666666665,2
218,only_none,553.0,180,3,9,4.0,4
219,only_none,639.0,160,0,9,3.25,3
220,only_none,513.0,120,1,8,2.6666666666666665,4
221,only_none,529.0,130,1,6,2.8333333333333335,3
222,only_none,405.0,170,0,8,2.9166666666666665,2
223,only_none,655.0,120,2,6,2.75,2
224,only_none,541.0,140,1,7,2.5833333333333335,3
225,only_none,536.0,140,0,6,2.3333333333333335,2
226,only_none,390.0,180,0,9,3.4166666666666665,4
227,only_none,636.0,130,1,7,2.75,3
228,only_none,610.0,170,1,9,2.75,3
229,only_none,570.0,160,0,7,2.8333333333333335,3
230,only_none,492.0,100,0,5,3.0,3
231,only_none,707.0,140,0,6,2.5,2
232,only_none,471.0,160,0,7,4.0,4
233,only_none,437.0,150,0,6,3.5833333333333335,4
234,only_none,488.0,170,0,5,3.0833333333333335,3
235,only_none,499.0,90,1,10,3.0,3
236,only_none,476.0,150,0,11,3.25,3
237,only_none,523.0,160,3,9,3.1666666666666665,3
238,only_none,611.0,180,2,8,3.4166666666666665,4
239,only_none,506.0,150,0,6,4.0,4
240,only_none,553.0,170,0,6,3.1666666666666665,2
241,only_none,507.0,100,0,5,3.0,3
242,only_none,530.0,160,0,7,4.0,4
243,only_none,521.0,150,3,7,2.5833333333333335,3
244,only_none,570.0,170,0,7,2.9166666666666665,2
245,only_none,462.0,130,1,8,2.5833333333333335,2
246,only_none,544.0,160,0,4,3.25,4
247,only_none,425.0,180,0,8,3.5833333333333335,4
248,only_none,500.0,140,1,8,3.0833333333333335,3
249,only_none,470.0,160,0,10,2.9166666666666665,2
250,only_none,459.0,140,2,4,3.3333333333333335,3
251,only_none,709.0,160,0,9,3.75,3
252,only_none,422.0,120,0,5,3.0833333333333335,3
253,only_none,462.0,160,1,7,2.9166666666666665,3
254,only_none,761.0,150,0,9,2.9166666666666665,4
255,only_none,439.0,140,0,8,3.6666666666666665,4
256,only_none,432.0,130,1,6,3.0,3
257,only_none,510.0,160,1,8,2.9166666666666665,3
258,only_none,530.0,190,0,9,2.3333333333333335,3
259,only_none,514.0,120,3,7,2.1666666666666665,3
260,only_none,489.0,140,1,7,3.0,3
261,only_none,424.0,110,1,4,2.6666666666666665,3
262,only_none,534.0,150,1,8,3.6666666666666665,4
263,only_none,552.0,130,0,5,2.8333333333333335,3
264,only_none,406.0,150,1,7,4.0,4
265,only_none,477.0,150,2,7,2.5833333333333335,2
266,only_none,554.0,130,2,6,3.8333333333333335,4
267,only_none,645.0,140,1,4,3.0833333333333335,3
268,only_none,485.0,160,2,9,3.75,4
269,only_none,399.0,160,0,5,3.25,3
270,only_none,481.0,170,1,9,4.0,4
271,only_none,455.0,170,0,7,3.0,3
272,only_none,553.0,140,1,9,2.9166666666666665,3
273,only_none,419.0,160,0,7,2.0833333333333335,2
274,only_none,425.0,130,1,9,3.5,4
275,only_none,533.0,160,2,9,3.0,3
276,only_none,401.0,150,1,7,3.1666666666666665,3
277,only_none,578.0,100,1,4,2.75,2
278,only_none,700.0,180,1,6,3.3333333333333335,4
279,only_none,586.0,170,0,6,3.1666666666666665,4
280,only_none,454.0,100,2,5,2.5833333333333335,2
281,only_none,467.0,160,0,10,3.8333333333333335,4
282,only_none,397.0,180,0,12,3.8333333333333335,4
283,only_none,409.0,140,2,7,2.0833333333333335,2
284,only_none,549.0,170,1,8,3.6666666666666665,4
285,only_none,610.0,160,0,3,3.5833333333333335,4
286,only_none,485.0,160,0,6,3.0,3
287,only_none,723.0,120,0,5,3.3333333333333335,3
288,only_none,669.0,170,0,7,3.0833333333333335,3
289,only_none,515.0,190,1,10,2.25,2
290,only_none,511.0,160,2,7,3.8333333333333335,4
291,only_none,443.0,140,1,10,3.4166666666666665,4
292,only_none,488.0,140,1,7,3.4166666666666665,3
293,only_none,491.0,130,3,8,3.0833333333333335,2
294,only_none,452.0,150,0,9,3.1666666666666665,3
295,only_none,519.0,140,3,9,3.1666666666666665,3
296,only_none,379.0,160,0,8,3.4166666666666665,2
297,only_none,443.0,160,1,6,2.6666666666666665,3
298,only_none,480.0,140,2,7,3.9166666666666665,4
299,only_none,479.0,140,1,11,3.4166666666666665,4
300,only_none,430.0,150,1,9,3.75,4
301,only_none,515.0,160,0,6,3.4166666666666665,3
302,only_none,559.0,170,0,5,3.1666666666666665,3
303,only_none,637.0,150,0,10,2.5833333333333335,2
304,only_none,560.0,120,2,5,2.9166666666666665,3
305,only_none,492.0,130,3,11,3.0,3
306,only_none,524.0,160,1,9,3.75,4
307,only_none,462.0,110,0,4,3.1666666666666665,3
308,only_none,566.0,140,0,8,3.1666666666666665,3
309,only_none,388.0,170,2,9,3.6666666666666665,4
310,only_none,482.0,130,0,7,3.4166666666666665,4
311,only_none,448.0,170,0,8,3.0833333333333335,3
312,only_none,420.0,140,2,9,3.9166666666666665,4
313,only_none,443.0,110,0,8,3.25,3
314,only_none,564.0,100,0,4,2.4166666666666665,4
315,only_none,564.0,130,1,5,3.6666666666666665,4
316,only_none,548.0,120,1,4,2.9166666666666665,3
317,only_none,630.0,110,0,9,2.8333333333333335,2
318,only_none,666.0,160,0,5,2.0833333333333335,2
319,only_none,520.0,180,1,5,2.6666666666666665,4
320,only_none,440.0,140,2,7,3.25,3
